ID,RET
418960,True
418961,True
418962,True
418963,True
418964,True
418965,True
418966,True
418967,True
418968,True
418969,True
418970,True
418971,True
418972,True
418973,True
418974,True
418975,True
418976,True
418977,True
418978,True
418979,True
418980,True
418981,True
418982,True
418983,True
418984,True
418985,True
418986,True
418987,True
418988,True
418989,True
418990,True
418991,True
418992,True
418993,True
418994,True
418995,True
418996,True
418997,True
418998,True
418999,True
419000,True
419001,True
419002,True
419003,True
419004,True
419005,True
419006,True
419007,True
419008,True
419009,True
419010,True
419011,True
419012,True
419013,True
419014,True
419015,True
419016,True
419017,True
419018,True
419019,True
419020,True
419021,True
419022,True
419023,True
419024,True
419025,True
419026,True
419027,True
419028,True
419029,True
419030,True
419031,True
419032,True
419033,True
419034,True
419035,True
419036,True
419037,True
419038,True
419039,True
419040,True
419041,True
419042,True
419043,True
419044,True
419045,True
419046,True
419047,True
419048,True
419049,True
419050,True
419051,True
419052,True
419053,True
419054,True
419055,True
419056,True
419057,True
419058,True
419059,True
419060,True
419061,True
419062,True
419063,True
419064,True
419065,True
419066,True
419067,True
419068,True
419069,True
419070,True
419071,True
419072,True
419073,True
419074,True
419075,True
419076,True
419077,True
419078,True
419079,True
419080,True
419081,True
419082,True
419083,True
419084,True
419085,True
419086,True
419087,True
419088,True
419089,True
419090,True
419091,True
419092,True
419093,True
419094,True
419095,True
419096,True
419097,True
419098,True
419099,True
419100,True
419101,True
419102,True
419103,True
419104,True
419105,True
419106,True
419107,True
419108,True
419109,True
419110,True
419111,True
419112,True
419113,True
419114,True
419115,True
419116,True
419117,True
419118,True
419119,True
419120,True
419121,True
419122,True
419123,True
419124,True
419125,True
419126,True
419127,True
419128,True
419129,True
419130,True
419131,True
419132,True
419133,True
419134,True
419135,True
419136,True
419137,True
419138,True
419139,True
419140,True
419141,True
419142,True
419143,True
419144,True
419145,True
419146,True
419147,True
419148,True
419149,True
419150,True
419151,True
419152,True
419153,True
419154,True
419155,True
419156,True
419157,True
419158,True
419159,True
419160,True
419161,True
419162,True
419163,True
419164,True
419165,True
419166,True
419167,True
419168,True
419169,True
419170,True
419171,True
419172,True
419173,True
419174,True
419175,True
419176,True
419177,True
419178,True
419179,True
419180,True
419181,True
419182,True
419183,True
419184,True
419185,True
419186,True
419187,True
419188,True
419189,True
419190,True
419191,True
419192,True
419193,True
419194,True
419195,True
419196,True
419197,True
419198,True
419199,True
419200,True
419201,True
419202,True
419203,True
419204,True
419205,True
419206,True
419207,True
419208,True
419209,True
419210,True
419211,True
419212,True
419213,True
419214,True
419215,True
419216,True
419217,True
419218,True
419219,True
419220,True
419221,True
419222,True
419223,True
419224,True
419225,True
419226,True
419227,True
419228,True
419229,True
419230,True
419231,True
419232,True
419233,True
419234,True
419235,True
419236,True
419237,True
419238,True
419239,True
419240,True
419241,True
419242,True
419243,True
419244,True
419245,True
419246,True
419247,True
419248,True
419249,True
419250,True
419251,True
419252,True
419253,True
419254,True
419255,True
419256,True
419257,True
419258,True
419259,True
419260,True
419261,True
419262,True
419263,True
419264,True
419265,True
419266,True
419267,True
419268,True
419269,True
419270,True
419271,True
419272,True
419273,True
419274,True
419275,True
419276,True
419277,True
419278,True
419279,True
419280,True
419281,True
419282,True
419283,True
419284,True
419285,True
419286,True
419287,True
419288,True
419289,True
419290,True
419291,True
419292,True
419293,True
419294,True
419295,True
419296,True
419297,True
419298,True
419299,True
419300,True
419301,True
419302,True
419303,True
419304,True
419305,True
419306,True
419307,True
419308,True
419309,True
419310,True
419311,True
419312,True
419313,True
419314,True
419315,True
419316,True
419317,True
419318,True
419319,True
419320,True
419321,True
419322,True
419323,True
419324,True
419325,True
419326,True
419327,True
419328,True
419329,True
419330,True
419331,True
419332,True
419333,True
419334,True
419335,True
419336,True
419337,True
419338,True
419339,True
419340,True
419341,True
419342,True
419343,True
419344,True
419345,True
419346,True
419347,True
419348,True
419349,True
419350,True
419351,True
419352,True
419353,True
419354,True
419355,True
419356,True
419357,True
419358,True
419359,True
419360,True
419361,True
419362,True
419363,True
419364,True
419365,True
419366,True
419367,True
419368,True
419369,True
419370,True
419371,True
419372,True
419373,True
419374,True
419375,True
419376,True
419377,True
419378,True
419379,True
419380,True
419381,True
419382,True
419383,True
419384,True
419385,True
419386,True
419387,True
419388,True
419389,True
419390,True
419391,True
419392,True
419393,True
419394,True
419395,True
419396,True
419397,True
419398,True
419399,True
419400,True
419401,True
419402,True
419403,True
419404,True
419405,True
419406,True
419407,True
419408,True
419409,True
419410,True
419411,True
419412,True
419413,True
419414,True
419415,True
419416,True
419417,True
419418,True
419419,True
419420,True
419421,True
419422,True
419423,True
419424,True
419425,True
419426,True
419427,True
419428,True
419429,True
419430,True
419431,True
419432,True
419433,True
419434,True
419435,True
419436,True
419437,True
419438,True
419439,True
419440,True
419441,True
419442,True
419443,True
419444,True
419445,True
419446,True
419447,True
419448,True
419449,True
419450,True
419451,True
419452,True
419453,True
419454,True
419455,True
419456,True
419457,True
419458,True
419459,True
419460,True
419461,True
419462,True
419463,True
419464,True
419465,True
419466,True
419467,True
419468,True
419469,True
419470,True
419471,True
419472,True
419473,True
419474,True
419475,True
419476,True
419477,True
419478,True
419479,True
419480,True
419481,True
419482,True
419483,True
419484,True
419485,True
419486,True
419487,True
419488,True
419489,True
419490,True
419491,True
419492,True
419493,True
419494,True
419495,True
419496,True
419497,True
419498,True
419499,True
419500,True
419501,True
419502,True
419503,True
419504,True
419505,True
419506,True
419507,True
419508,True
419509,True
419510,True
419511,True
419512,True
419513,True
419514,True
419515,True
419516,True
419517,True
419518,True
419519,True
419520,True
419521,True
419522,True
419523,True
419524,True
419525,True
419526,True
419527,True
419528,True
419529,True
419530,True
419531,True
419532,True
419533,True
419534,True
419535,True
419536,True
419537,True
419538,True
419539,True
419540,True
419541,True
419542,True
419543,True
419544,True
419545,True
419546,True
419547,True
419548,True
419549,True
419550,True
419551,True
419552,True
419553,True
419554,True
419555,True
419556,True
419557,True
419558,True
419559,True
419560,True
419561,True
419562,True
419563,True
419564,True
419565,True
419566,True
419567,True
419568,True
419569,True
419570,True
419571,True
419572,True
419573,True
419574,True
419575,True
419576,True
419577,True
419578,True
419579,True
419580,True
419581,True
419582,True
419583,True
419584,True
419585,True
419586,True
419587,True
419588,True
419589,True
419590,True
419591,True
419592,True
419593,True
419594,True
419595,True
419596,True
419597,True
419598,True
419599,True
419600,True
419601,True
419602,True
419603,True
419604,True
419605,True
419606,True
419607,True
419608,True
419609,True
419610,True
419611,True
419612,True
419613,True
419614,True
419615,True
419616,True
419617,True
419618,True
419619,True
419620,True
419621,True
419622,True
419623,True
419624,True
419625,True
419626,True
419627,True
419628,True
419629,True
419630,True
419631,True
419632,True
419633,True
419634,True
419635,True
419636,True
419637,True
419638,True
419639,True
419640,True
419641,True
419642,True
419643,True
419644,True
419645,True
419646,True
419647,True
419648,True
419649,True
419650,True
419651,True
419652,True
419653,True
419654,True
419655,True
419656,True
419657,True
419658,True
419659,True
419660,True
419661,True
419662,True
419663,True
419664,True
419665,True
419666,True
419667,True
419668,True
419669,True
419670,True
419671,True
419672,True
419673,True
419674,True
419675,True
419676,True
419677,True
419678,True
419679,True
419680,True
419681,True
419682,True
419683,True
419684,True
419685,True
419686,True
419687,True
419688,True
419689,True
419690,True
419691,True
419692,True
419693,True
419694,True
419695,True
419696,True
419697,True
419698,True
419699,True
419700,True
419701,True
419702,True
419703,True
419704,True
419705,True
419706,True
419707,True
419708,True
419709,True
419710,True
419711,True
419712,True
419713,True
419714,True
419715,True
419716,True
419717,True
419718,True
419719,True
419720,True
419721,True
419722,True
419723,True
419724,True
419725,True
419726,True
419727,True
419728,True
419729,True
419730,True
419731,True
419732,True
419733,True
419734,True
419735,True
419736,True
419737,True
419738,True
419739,True
419740,True
419741,True
419742,True
419743,True
419744,True
419745,True
419746,True
419747,True
419748,True
419749,True
419750,True
419751,True
419752,True
419753,True
419754,True
419755,True
419756,True
419757,True
419758,True
419759,True
419760,True
419761,True
419762,True
419763,True
419764,True
419765,True
419766,True
419767,True
419768,True
419769,True
419770,True
419771,True
419772,True
419773,True
419774,True
419775,True
419776,True
419777,True
419778,True
419779,True
419780,True
419781,True
419782,True
419783,True
419784,True
419785,True
419786,True
419787,True
419788,True
419789,True
419790,True
419791,True
419792,True
419793,True
419794,True
419795,True
419796,True
419797,True
419798,True
419799,True
419800,True
419801,True
419802,True
419803,True
419804,True
419805,True
419806,True
419807,True
419808,True
419809,True
419810,True
419811,True
419812,True
419813,True
419814,True
419815,True
419816,True
419817,True
419818,True
419819,True
419820,True
419821,True
419822,True
419823,True
419824,True
419825,True
419826,True
419827,True
419828,True
419829,True
419830,True
419831,True
419832,True
419833,True
419834,True
419835,True
419836,True
419837,True
419838,True
419839,True
419840,True
419841,True
419842,True
419843,True
419844,True
419845,True
419846,True
419847,True
419848,True
419849,True
419850,True
419851,True
419852,True
419853,True
419854,True
419855,True
419856,True
419857,True
419858,True
419859,True
419860,True
419861,True
419862,True
419863,True
419864,True
419865,True
419866,True
419867,True
419868,True
419869,True
419870,True
419871,True
419872,True
419873,True
419874,True
419875,True
419876,True
419877,True
419878,True
419879,True
419880,True
419881,True
419882,True
419883,True
419884,True
419885,True
419886,True
419887,True
419888,True
419889,True
419890,True
419891,True
419892,True
419893,True
419894,True
419895,True
419896,True
419897,True
419898,True
419899,True
419900,True
419901,True
419902,True
419903,True
419904,True
419905,True
419906,True
419907,True
419908,True
419909,True
419910,True
419911,True
419912,True
419913,True
419914,True
419915,True
419916,True
419917,True
419918,True
419919,True
419920,True
419921,True
419922,True
419923,True
419924,True
419925,True
419926,True
419927,True
419928,True
419929,True
419930,True
419931,True
419932,True
419933,True
419934,True
419935,True
419936,True
419937,True
419938,True
419939,True
419940,True
419941,True
419942,True
419943,True
419944,True
419945,True
419946,True
419947,True
419948,True
419949,True
419950,True
419951,True
419952,True
419953,True
419954,True
419955,True
419956,True
419957,True
419958,True
419959,True
419960,True
419961,True
419962,True
419963,True
419964,True
419965,True
419966,True
419967,True
419968,True
419969,True
419970,True
419971,True
419972,True
419973,True
419974,True
419975,True
419976,True
419977,True
419978,True
419979,True
419980,True
419981,True
419982,True
419983,True
419984,True
419985,True
419986,True
419987,True
419988,True
419989,True
419990,True
419991,True
419992,True
419993,True
419994,True
419995,True
419996,True
419997,True
419998,True
419999,True
420000,True
420001,True
420002,True
420003,True
420004,True
420005,True
420006,True
420007,True
420008,True
420009,False
420010,False
420011,False
420012,False
420013,False
420014,False
420015,False
420016,False
420017,False
420018,False
420019,False
420020,False
420021,False
420022,False
420023,False
420024,False
420025,False
420026,False
420027,False
420028,False
420029,False
420030,False
420031,False
420032,False
420033,False
420034,False
420035,False
420036,False
420037,False
420038,False
420039,False
420040,False
420041,False
420042,False
420043,False
420044,False
420045,False
420046,False
420047,False
420048,False
420049,False
420050,False
420051,False
420052,False
420053,False
420054,False
420055,False
420056,False
420057,False
420058,False
420059,False
420060,False
420061,False
420062,False
420063,False
420064,False
420065,False
420066,False
420067,False
420068,False
420069,False
420070,False
420071,False
420072,False
420073,False
420074,False
420075,False
420076,False
420077,False
420078,False
420079,False
420080,False
420081,False
420082,False
420083,False
420084,False
420085,False
420086,False
420087,False
420088,False
420089,False
420090,False
420091,False
420092,False
420093,False
420094,False
420095,False
420096,False
420097,False
420098,False
420099,False
420100,False
420101,False
420102,False
420103,False
420104,False
420105,False
420106,False
420107,False
420108,False
420109,False
420110,False
420111,False
420112,False
420113,False
420114,False
420115,False
420116,False
420117,False
420118,False
420119,False
420120,False
420121,False
420122,False
420123,False
420124,False
420125,False
420126,False
420127,False
420128,False
420129,False
420130,False
420131,False
420132,False
420133,False
420134,False
420135,False
420136,False
420137,False
420138,False
420139,False
420140,False
420141,False
420142,False
420143,False
420144,False
420145,False
420146,False
420147,False
420148,False
420149,False
420150,False
420151,False
420152,False
420153,False
420154,False
420155,False
420156,False
420157,False
420158,False
420159,False
420160,False
420161,False
420162,False
420163,False
420164,False
420165,False
420166,False
420167,False
420168,False
420169,False
420170,False
420171,False
420172,False
420173,False
420174,False
420175,False
420176,False
420177,False
420178,False
420179,False
420180,False
420181,False
420182,False
420183,False
420184,False
420185,False
420186,False
420187,False
420188,False
420189,False
420190,False
420191,False
420192,False
420193,False
420194,False
420195,False
420196,False
420197,False
420198,False
420199,False
420200,False
420201,False
420202,False
420203,False
420204,False
420205,False
420206,False
420207,False
420208,False
420209,False
420210,False
420211,False
420212,False
420213,False
420214,False
420215,False
420216,False
420217,False
420218,False
420219,False
420220,False
420221,False
420222,False
420223,False
420224,False
420225,False
420226,False
420227,False
420228,False
420229,False
420230,False
420231,False
420232,False
420233,False
420234,False
420235,False
420236,False
420237,False
420238,False
420239,False
420240,False
420241,False
420242,False
420243,False
420244,False
420245,False
420246,False
420247,False
420248,False
420249,False
420250,False
420251,False
420252,False
420253,False
420254,False
420255,False
420256,False
420257,False
420258,False
420259,False
420260,False
420261,False
420262,False
420263,False
420264,False
420265,False
420266,False
420267,False
420268,False
420269,False
420270,False
420271,False
420272,False
420273,False
420274,False
420275,False
420276,False
420277,False
420278,False
420279,False
420280,False
420281,False
420282,False
420283,False
420284,False
420285,False
420286,False
420287,False
420288,False
420289,False
420290,False
420291,False
420292,False
420293,False
420294,False
420295,False
420296,False
420297,False
420298,False
420299,False
420300,False
420301,False
420302,False
420303,False
420304,False
420305,False
420306,False
420307,False
420308,False
420309,False
420310,False
420311,False
420312,False
420313,False
420314,False
420315,False
420316,False
420317,False
420318,False
420319,False
420320,False
420321,False
420322,False
420323,False
420324,False
420325,False
420326,False
420327,False
420328,False
420329,False
420330,False
420331,False
420332,False
420333,False
420334,False
420335,False
420336,False
420337,False
420338,False
420339,False
420340,False
420341,False
420342,False
420343,False
420344,False
420345,False
420346,False
420347,False
420348,False
420349,False
420350,False
420351,False
420352,False
420353,False
420354,False
420355,False
420356,False
420357,False
420358,False
420359,False
420360,False
420361,False
420362,False
420363,False
420364,False
420365,False
420366,False
420367,False
420368,False
420369,False
420370,False
420371,False
420372,False
420373,False
420374,False
420375,False
420376,False
420377,False
420378,False
420379,False
420380,False
420381,False
420382,False
420383,False
420384,False
420385,False
420386,False
420387,False
420388,False
420389,False
420390,False
420391,False
420392,False
420393,False
420394,False
420395,False
420396,False
420397,False
420398,False
420399,False
420400,False
420401,False
420402,False
420403,False
420404,False
420405,False
420406,False
420407,False
420408,False
420409,False
420410,False
420411,False
420412,False
420413,False
420414,False
420415,False
420416,False
420417,False
420418,False
420419,False
420420,False
420421,False
420422,False
420423,False
420424,False
420425,False
420426,False
420427,False
420428,False
420429,False
420430,False
420431,False
420432,False
420433,False
420434,False
420435,False
420436,False
420437,False
420438,False
420439,False
420440,False
420441,False
420442,False
420443,False
420444,False
420445,False
420446,False
420447,False
420448,False
420449,False
420450,False
420451,False
420452,False
420453,False
420454,False
420455,False
420456,False
420457,False
420458,False
420459,False
420460,False
420461,False
420462,False
420463,False
420464,False
420465,False
420466,False
420467,False
420468,False
420469,False
420470,False
420471,False
420472,False
420473,False
420474,False
420475,False
420476,False
420477,False
420478,False
420479,False
420480,False
420481,False
420482,False
420483,False
420484,False
420485,False
420486,False
420487,False
420488,False
420489,False
420490,False
420491,False
420492,False
420493,False
420494,False
420495,False
420496,False
420497,False
420498,False
420499,False
420500,False
420501,False
420502,False
420503,False
420504,False
420505,False
420506,False
420507,False
420508,False
420509,False
420510,False
420511,False
420512,False
420513,False
420514,False
420515,False
420516,False
420517,False
420518,False
420519,False
420520,False
420521,False
420522,False
420523,False
420524,False
420525,False
420526,False
420527,False
420528,False
420529,False
420530,False
420531,False
420532,False
420533,False
420534,False
420535,False
420536,False
420537,False
420538,False
420539,False
420540,False
420541,False
420542,False
420543,False
420544,False
420545,False
420546,False
420547,False
420548,False
420549,False
420550,False
420551,False
420552,False
420553,False
420554,False
420555,False
420556,False
420557,False
420558,False
420559,False
420560,False
420561,False
420562,False
420563,False
420564,False
420565,False
420566,False
420567,False
420568,False
420569,False
420570,False
420571,False
420572,False
420573,False
420574,False
420575,False
420576,False
420577,False
420578,False
420579,False
420580,False
420581,False
420582,False
420583,False
420584,False
420585,False
420586,False
420587,False
420588,False
420589,False
420590,False
420591,False
420592,False
420593,False
420594,False
420595,False
420596,False
420597,False
420598,False
420599,False
420600,False
420601,False
420602,False
420603,False
420604,False
420605,False
420606,False
420607,False
420608,False
420609,False
420610,False
420611,False
420612,False
420613,False
420614,False
420615,False
420616,False
420617,False
420618,False
420619,False
420620,False
420621,False
420622,False
420623,False
420624,False
420625,False
420626,False
420627,False
420628,False
420629,False
420630,False
420631,False
420632,False
420633,False
420634,False
420635,False
420636,False
420637,False
420638,False
420639,False
420640,False
420641,False
420642,False
420643,False
420644,False
420645,False
420646,False
420647,False
420648,False
420649,False
420650,False
420651,False
420652,False
420653,False
420654,False
420655,False
420656,False
420657,False
420658,False
420659,False
420660,False
420661,False
420662,False
420663,False
420664,False
420665,False
420666,False
420667,False
420668,False
420669,False
420670,False
420671,False
420672,False
420673,False
420674,False
420675,False
420676,False
420677,False
420678,False
420679,False
420680,False
420681,False
420682,False
420683,False
420684,False
420685,False
420686,False
420687,False
420688,False
420689,False
420690,False
420691,False
420692,False
420693,False
420694,False
420695,False
420696,False
420697,False
420698,False
420699,False
420700,False
420701,False
420702,False
420703,False
420704,False
420705,False
420706,False
420707,False
420708,False
420709,False
420710,False
420711,False
420712,False
420713,False
420714,False
420715,False
420716,False
420717,False
420718,False
420719,False
420720,False
420721,False
420722,False
420723,False
420724,False
420725,False
420726,False
420727,False
420728,False
420729,False
420730,False
420731,False
420732,False
420733,False
420734,False
420735,False
420736,False
420737,False
420738,False
420739,False
420740,False
420741,False
420742,False
420743,False
420744,False
420745,False
420746,False
420747,False
420748,False
420749,False
420750,False
420751,False
420752,False
420753,False
420754,False
420755,False
420756,False
420757,False
420758,False
420759,False
420760,False
420761,False
420762,False
420763,False
420764,False
420765,False
420766,False
420767,False
420768,False
420769,False
420770,False
420771,False
420772,False
420773,False
420774,False
420775,False
420776,False
420777,False
420778,False
420779,False
420780,False
420781,False
420782,False
420783,False
420784,False
420785,False
420786,False
420787,False
420788,False
420789,False
420790,False
420791,False
420792,False
420793,False
420794,False
420795,False
420796,False
420797,False
420798,False
420799,False
420800,False
420801,False
420802,False
420803,False
420804,False
420805,False
420806,False
420807,False
420808,False
420809,False
420810,False
420811,False
420812,False
420813,False
420814,False
420815,False
420816,False
420817,False
420818,False
420819,False
420820,False
420821,False
420822,False
420823,False
420824,False
420825,False
420826,False
420827,False
420828,False
420829,False
420830,False
420831,False
420832,False
420833,False
420834,False
420835,False
420836,False
420837,False
420838,False
420839,False
420840,False
420841,False
420842,False
420843,False
420844,False
420845,False
420846,False
420847,False
420848,False
420849,False
420850,False
420851,False
420852,False
420853,False
420854,False
420855,False
420856,False
420857,False
420858,False
420859,False
420860,False
420861,False
420862,False
420863,False
420864,False
420865,False
420866,False
420867,False
420868,False
420869,False
420870,False
420871,False
420872,False
420873,False
420874,False
420875,False
420876,False
420877,False
420878,False
420879,False
420880,False
420881,False
420882,False
420883,False
420884,False
420885,False
420886,False
420887,False
420888,False
420889,False
420890,False
420891,False
420892,False
420893,False
420894,False
420895,False
420896,False
420897,False
420898,False
420899,False
420900,False
420901,False
420902,False
420903,False
420904,False
420905,False
420906,False
420907,False
420908,False
420909,False
420910,False
420911,False
420912,False
420913,False
420914,False
420915,False
420916,False
420917,False
420918,False
420919,False
420920,False
420921,False
420922,False
420923,False
420924,False
420925,False
420926,False
420927,False
420928,False
420929,False
420930,False
420931,False
420932,False
420933,False
420934,False
420935,False
420936,False
420937,False
420938,False
420939,False
420940,False
420941,False
420942,False
420943,False
420944,False
420945,False
420946,False
420947,False
420948,False
420949,False
420950,False
420951,False
420952,False
420953,False
420954,False
420955,False
420956,False
420957,False
420958,False
420959,False
420960,False
420961,False
420962,False
420963,False
420964,False
420965,False
420966,False
420967,False
420968,False
420969,False
420970,False
420971,False
420972,False
420973,False
420974,False
420975,False
420976,False
420977,False
420978,False
420979,False
420980,False
420981,False
420982,False
420983,False
420984,False
420985,False
420986,False
420987,False
420988,False
420989,False
420990,False
420991,False
420992,False
420993,False
420994,False
420995,False
420996,False
420997,False
420998,False
420999,False
421000,False
421001,False
421002,False
421003,False
421004,False
421005,False
421006,False
421007,False
421008,False
421009,False
421010,False
421011,False
421012,False
421013,False
421014,False
421015,False
421016,False
421017,False
421018,False
421019,False
421020,False
421021,False
421022,False
421023,False
421024,False
421025,False
421026,False
421027,False
421028,False
421029,False
421030,False
421031,False
421032,False
421033,False
421034,False
421035,False
421036,False
421037,False
421038,False
421039,False
421040,False
421041,False
421042,False
421043,False
421044,False
421045,False
421046,False
421047,False
421048,False
421049,False
421050,False
421051,False
421052,False
421053,False
421054,False
421055,False
421056,False
421057,False
421058,False
421059,False
421060,False
421061,False
421062,False
421063,False
421064,False
421065,False
421066,False
421067,False
421068,False
421069,False
421070,False
421071,False
421072,False
421073,False
421074,False
421075,False
421076,False
421077,False
421078,False
421079,False
421080,False
421081,False
421082,False
421083,False
421084,False
421085,False
421086,False
421087,False
421088,False
421089,False
421090,False
421091,False
421092,False
421093,False
421094,False
421095,False
421096,False
421097,False
421098,False
421099,False
421100,False
421101,False
421102,False
421103,False
421104,False
421105,False
421106,False
421107,False
421108,False
421109,False
421110,False
421111,False
421112,False
421113,False
421114,False
421115,False
421116,False
421117,False
421118,False
421119,False
421120,False
421121,False
421122,False
421123,False
421124,False
421125,False
421126,False
421127,False
421128,False
421129,False
421130,False
421131,False
421132,False
421133,False
421134,False
421135,False
421136,False
421137,False
421138,False
421139,False
421140,False
421141,False
421142,False
421143,False
421144,False
421145,False
421146,False
421147,False
421148,False
421149,False
421150,False
421151,False
421152,False
421153,False
421154,False
421155,False
421156,False
421157,False
421158,False
421159,False
421160,False
421161,False
421162,False
421163,False
421164,False
421165,False
421166,False
421167,False
421168,False
421169,False
421170,False
421171,False
421172,False
421173,False
421174,False
421175,False
421176,False
421177,False
421178,False
421179,False
421180,False
421181,False
421182,False
421183,False
421184,False
421185,False
421186,False
421187,False
421188,False
421189,False
421190,False
421191,False
421192,False
421193,False
421194,False
421195,False
421196,False
421197,False
421198,False
421199,False
421200,False
421201,False
421202,False
421203,False
421204,False
421205,False
421206,False
421207,False
421208,False
421209,False
421210,False
421211,False
421212,False
421213,False
421214,False
421215,False
421216,False
421217,False
421218,False
421219,False
421220,False
421221,False
421222,False
421223,False
421224,False
421225,False
421226,False
421227,False
421228,False
421229,False
421230,False
421231,False
421232,False
421233,False
421234,False
421235,False
421236,False
421237,False
421238,False
421239,False
421240,False
421241,False
421242,False
421243,False
421244,False
421245,False
421246,False
421247,False
421248,False
421249,False
421250,False
421251,False
421252,False
421253,False
421254,False
421255,False
421256,False
421257,False
421258,False
421259,False
421260,False
421261,False
421262,False
421263,False
421264,False
421265,False
421266,False
421267,False
421268,False
421269,False
421270,False
421271,False
421272,False
421273,False
421274,False
421275,False
421276,False
421277,False
421278,False
421279,False
421280,False
421281,False
421282,False
421283,False
421284,False
421285,False
421286,False
421287,False
421288,False
421289,False
421290,False
421291,False
421292,False
421293,False
421294,False
421295,False
421296,False
421297,False
421298,False
421299,False
421300,False
421301,False
421302,False
421303,False
421304,False
421305,False
421306,False
421307,False
421308,False
421309,False
421310,False
421311,False
421312,False
421313,False
421314,False
421315,False
421316,False
421317,False
421318,False
421319,False
421320,False
421321,False
421322,False
421323,False
421324,False
421325,False
421326,False
421327,False
421328,False
421329,False
421330,False
421331,False
421332,False
421333,False
421334,False
421335,False
421336,False
421337,False
421338,False
421339,False
421340,False
421341,False
421342,False
421343,False
421344,False
421345,False
421346,False
421347,False
421348,False
421349,False
421350,False
421351,False
421352,False
421353,False
421354,False
421355,False
421356,False
421357,False
421358,False
421359,False
421360,False
421361,False
421362,False
421363,False
421364,False
421365,False
421366,False
421367,False
421368,False
421369,False
421370,False
421371,False
421372,False
421373,False
421374,False
421375,False
421376,False
421377,False
421378,False
421379,False
421380,False
421381,False
421382,False
421383,False
421384,False
421385,False
421386,False
421387,False
421388,False
421389,False
421390,False
421391,False
