ID,RET
418960,False
418961,True
418962,False
418963,False
418964,False
418965,True
418966,False
418967,False
418968,False
418969,True
418970,False
418971,True
418972,True
418973,True
418974,True
418975,False
418976,False
418977,False
418978,True
418979,False
418980,True
418981,False
418982,True
418983,False
418984,True
418985,False
418986,True
418987,False
418988,True
418989,True
418990,True
418991,False
418992,True
418993,True
418994,True
418995,True
418996,False
418997,True
418998,True
418999,True
419000,True
419001,False
419002,False
419003,False
419004,True
419005,True
419006,True
419007,False
419008,True
419009,False
419010,True
419011,True
419012,True
419013,True
419014,True
419015,False
419016,True
419017,False
419018,False
419019,False
419020,False
419021,False
419022,True
419023,True
419024,True
419025,True
419026,True
419027,True
419028,False
419029,True
419030,False
419031,True
419032,False
419033,True
419034,False
419035,True
419036,True
419037,False
419038,True
419039,False
419040,True
419041,True
419042,True
419043,True
419044,False
419045,True
419046,True
419047,True
419048,True
419049,False
419050,False
419051,False
419052,False
419053,False
419054,True
419055,True
419056,True
419057,True
419058,False
419059,False
419060,False
419061,True
419062,True
419063,True
419064,False
419065,True
419066,False
419067,False
419068,True
419069,True
419070,True
419071,True
419072,False
419073,True
419074,True
419075,False
419076,False
419077,False
419078,False
419079,True
419080,False
419081,False
419082,True
419083,True
419084,False
419085,True
419086,False
419087,False
419088,False
419089,True
419090,True
419091,True
419092,True
419093,True
419094,True
419095,False
419096,True
419097,True
419098,True
419099,False
419100,False
419101,True
419102,True
419103,True
419104,True
419105,False
419106,True
419107,True
419108,False
419109,True
419110,False
419111,True
419112,True
419113,True
419114,True
419115,False
419116,False
419117,False
419118,True
419119,False
419120,True
419121,True
419122,False
419123,False
419124,True
419125,False
419126,False
419127,True
419128,True
419129,True
419130,True
419131,True
419132,False
419133,False
419134,True
419135,False
419136,False
419137,True
419138,True
419139,True
419140,True
419141,True
419142,True
419143,False
419144,True
419145,False
419146,False
419147,False
419148,True
419149,False
419150,True
419151,True
419152,False
419153,True
419154,False
419155,False
419156,True
419157,True
419158,False
419159,True
419160,False
419161,False
419162,False
419163,True
419164,True
419165,False
419166,False
419167,False
419168,True
419169,True
419170,False
419171,False
419172,True
419173,True
419174,False
419175,True
419176,True
419177,False
419178,False
419179,True
419180,True
419181,True
419182,True
419183,False
419184,True
419185,True
419186,True
419187,True
419188,True
419189,True
419190,True
419191,False
419192,True
419193,False
419194,True
419195,True
419196,True
419197,False
419198,False
419199,False
419200,False
419201,True
419202,False
419203,True
419204,False
419205,False
419206,False
419207,True
419208,True
419209,False
419210,False
419211,True
419212,False
419213,True
419214,False
419215,True
419216,True
419217,False
419218,False
419219,True
419220,True
419221,True
419222,True
419223,False
419224,False
419225,True
419226,False
419227,False
419228,True
419229,True
419230,False
419231,False
419232,False
419233,False
419234,True
419235,True
419236,True
419237,True
419238,True
419239,True
419240,True
419241,True
419242,True
419243,True
419244,True
419245,False
419246,True
419247,True
419248,True
419249,True
419250,True
419251,True
419252,False
419253,True
419254,True
419255,True
419256,False
419257,True
419258,True
419259,True
419260,False
419261,True
419262,True
419263,True
419264,True
419265,False
419266,False
419267,True
419268,True
419269,True
419270,True
419271,True
419272,True
419273,True
419274,False
419275,True
419276,True
419277,False
419278,True
419279,False
419280,False
419281,True
419282,True
419283,True
419284,True
419285,True
419286,True
419287,False
419288,True
419289,True
419290,True
419291,False
419292,True
419293,False
419294,False
419295,True
419296,True
419297,False
419298,True
419299,True
419300,True
419301,True
419302,True
419303,True
419304,True
419305,True
419306,True
419307,True
419308,True
419309,True
419310,True
419311,False
419312,True
419313,True
419314,False
419315,True
419316,False
419317,True
419318,True
419319,True
419320,True
419321,True
419322,True
419323,True
419324,True
419325,True
419326,True
419327,True
419328,True
419329,True
419330,True
419331,True
419332,True
419333,True
419334,False
419335,True
419336,True
419337,True
419338,True
419339,True
419340,True
419341,True
419342,True
419343,False
419344,True
419345,True
419346,True
419347,True
419348,True
419349,True
419350,True
419351,True
419352,True
419353,False
419354,True
419355,True
419356,False
419357,True
419358,True
419359,True
419360,True
419361,True
419362,True
419363,True
419364,True
419365,True
419366,True
419367,True
419368,True
419369,True
419370,True
419371,True
419372,True
419373,True
419374,True
419375,False
419376,True
419377,True
419378,True
419379,True
419380,True
419381,True
419382,True
419383,True
419384,True
419385,True
419386,True
419387,True
419388,True
419389,True
419390,True
419391,True
419392,True
419393,True
419394,True
419395,True
419396,True
419397,True
419398,False
419399,True
419400,True
419401,True
419402,True
419403,True
419404,False
419405,True
419406,True
419407,True
419408,True
419409,True
419410,True
419411,True
419412,True
419413,True
419414,True
419415,True
419416,True
419417,True
419418,True
419419,True
419420,True
419421,True
419422,True
419423,True
419424,True
419425,True
419426,True
419427,True
419428,True
419429,True
419430,True
419431,True
419432,True
419433,True
419434,True
419435,True
419436,True
419437,True
419438,True
419439,True
419440,True
419441,True
419442,True
419443,True
419444,True
419445,False
419446,False
419447,True
419448,True
419449,True
419450,True
419451,True
419452,True
419453,True
419454,True
419455,True
419456,False
419457,True
419458,True
419459,True
419460,False
419461,True
419462,False
419463,False
419464,True
419465,False
419466,False
419467,False
419468,True
419469,True
419470,True
419471,True
419472,False
419473,False
419474,True
419475,True
419476,True
419477,True
419478,True
419479,False
419480,True
419481,True
419482,True
419483,False
419484,True
419485,True
419486,True
419487,False
419488,True
419489,True
419490,True
419491,True
419492,False
419493,False
419494,False
419495,False
419496,True
419497,True
419498,True
419499,True
419500,True
419501,True
419502,True
419503,True
419504,True
419505,True
419506,True
419507,True
419508,True
419509,True
419510,True
419511,False
419512,True
419513,True
419514,False
419515,True
419516,True
419517,False
419518,True
419519,False
419520,True
419521,False
419522,True
419523,True
419524,True
419525,True
419526,True
419527,True
419528,True
419529,True
419530,False
419531,False
419532,True
419533,True
419534,True
419535,True
419536,True
419537,True
419538,True
419539,False
419540,True
419541,True
419542,True
419543,True
419544,True
419545,True
419546,True
419547,True
419548,False
419549,True
419550,True
419551,False
419552,True
419553,True
419554,False
419555,True
419556,True
419557,True
419558,True
419559,False
419560,True
419561,False
419562,False
419563,True
419564,False
419565,True
419566,True
419567,False
419568,True
419569,True
419570,True
419571,False
419572,True
419573,True
419574,True
419575,True
419576,True
419577,False
419578,True
419579,True
419580,True
419581,True
419582,True
419583,True
419584,False
419585,False
419586,True
419587,True
419588,True
419589,True
419590,True
419591,True
419592,True
419593,True
419594,False
419595,True
419596,False
419597,True
419598,True
419599,True
419600,True
419601,True
419602,True
419603,True
419604,True
419605,True
419606,True
419607,True
419608,True
419609,False
419610,True
419611,True
419612,True
419613,True
419614,False
419615,True
419616,True
419617,False
419618,True
419619,True
419620,True
419621,True
419622,False
419623,True
419624,True
419625,True
419626,True
419627,True
419628,True
419629,False
419630,True
419631,True
419632,False
419633,True
419634,True
419635,False
419636,True
419637,True
419638,True
419639,True
419640,True
419641,True
419642,True
419643,True
419644,True
419645,True
419646,True
419647,True
419648,True
419649,True
419650,True
419651,True
419652,True
419653,True
419654,True
419655,True
419656,False
419657,True
419658,True
419659,True
419660,True
419661,True
419662,True
419663,False
419664,True
419665,True
419666,True
419667,True
419668,False
419669,True
419670,True
419671,True
419672,True
419673,True
419674,True
419675,True
419676,True
419677,False
419678,True
419679,True
419680,True
419681,False
419682,True
419683,True
419684,True
419685,True
419686,True
419687,True
419688,False
419689,True
419690,False
419691,True
419692,True
419693,True
419694,True
419695,True
419696,True
419697,True
419698,True
419699,False
419700,True
419701,True
419702,False
419703,True
419704,False
419705,True
419706,True
419707,True
419708,True
419709,True
419710,True
419711,True
419712,True
419713,False
419714,True
419715,True
419716,True
419717,True
419718,True
419719,True
419720,True
419721,True
419722,False
419723,True
419724,True
419725,True
419726,True
419727,True
419728,True
419729,False
419730,True
419731,False
419732,True
419733,True
419734,False
419735,True
419736,True
419737,True
419738,True
419739,True
419740,True
419741,False
419742,False
419743,True
419744,False
419745,False
419746,False
419747,False
419748,False
419749,False
419750,True
419751,True
419752,True
419753,True
419754,True
419755,True
419756,True
419757,True
419758,True
419759,True
419760,True
419761,True
419762,True
419763,True
419764,True
419765,True
419766,True
419767,True
419768,True
419769,True
419770,True
419771,True
419772,False
419773,True
419774,True
419775,True
419776,False
419777,False
419778,True
419779,False
419780,True
419781,True
419782,True
419783,False
419784,True
419785,True
419786,True
419787,True
419788,False
419789,True
419790,True
419791,True
419792,False
419793,True
419794,True
419795,True
419796,True
419797,True
419798,True
419799,True
419800,True
419801,True
419802,True
419803,True
419804,False
419805,True
419806,True
419807,True
419808,False
419809,True
419810,False
419811,True
419812,True
419813,True
419814,False
419815,True
419816,True
419817,True
419818,True
419819,True
419820,True
419821,True
419822,True
419823,False
419824,True
419825,False
419826,True
419827,True
419828,True
419829,True
419830,True
419831,True
419832,False
419833,True
419834,True
419835,True
419836,True
419837,True
419838,False
419839,True
419840,False
419841,True
419842,True
419843,True
419844,False
419845,False
419846,True
419847,True
419848,True
419849,False
419850,True
419851,True
419852,True
419853,True
419854,True
419855,True
419856,False
419857,True
419858,True
419859,True
419860,True
419861,True
419862,False
419863,False
419864,True
419865,True
419866,False
419867,True
419868,False
419869,False
419870,True
419871,True
419872,False
419873,True
419874,False
419875,True
419876,True
419877,False
419878,False
419879,True
419880,True
419881,False
419882,True
419883,True
419884,True
419885,False
419886,False
419887,False
419888,False
419889,True
419890,False
419891,True
419892,False
419893,True
419894,True
419895,False
419896,True
419897,False
419898,True
419899,False
419900,True
419901,False
419902,False
419903,False
419904,True
419905,True
419906,False
419907,False
419908,True
419909,True
419910,False
419911,True
419912,True
419913,True
419914,True
419915,True
419916,False
419917,True
419918,True
419919,False
419920,True
419921,False
419922,False
419923,True
419924,True
419925,True
419926,True
419927,True
419928,False
419929,True
419930,True
419931,True
419932,True
419933,True
419934,True
419935,True
419936,True
419937,True
419938,False
419939,True
419940,True
419941,True
419942,True
419943,False
419944,False
419945,True
419946,True
419947,True
419948,True
419949,True
419950,True
419951,True
419952,True
419953,True
419954,True
419955,True
419956,True
419957,False
419958,True
419959,True
419960,True
419961,True
419962,True
419963,True
419964,True
419965,False
419966,True
419967,False
419968,True
419969,True
419970,False
419971,True
419972,True
419973,True
419974,True
419975,True
419976,True
419977,False
419978,False
419979,True
419980,False
419981,True
419982,True
419983,True
419984,False
419985,True
419986,True
419987,True
419988,False
419989,True
419990,True
419991,True
419992,False
419993,True
419994,True
419995,True
419996,True
419997,False
419998,True
419999,False
420000,False
420001,False
420002,False
420003,True
420004,False
420005,True
420006,True
420007,False
420008,False
420009,True
420010,True
420011,False
420012,True
420013,True
420014,True
420015,True
420016,True
420017,False
420018,False
420019,True
420020,True
420021,False
420022,False
420023,False
420024,True
420025,False
420026,True
420027,True
420028,False
420029,True
420030,False
420031,False
420032,True
420033,True
420034,True
420035,False
420036,True
420037,False
420038,True
420039,True
420040,False
420041,False
420042,False
420043,False
420044,True
420045,True
420046,True
420047,True
420048,True
420049,True
420050,True
420051,False
420052,True
420053,False
420054,True
420055,False
420056,True
420057,True
420058,True
420059,False
420060,True
420061,True
420062,True
420063,True
420064,True
420065,False
420066,True
420067,False
420068,True
420069,True
420070,True
420071,True
420072,True
420073,True
420074,False
420075,True
420076,True
420077,True
420078,True
420079,True
420080,True
420081,False
420082,True
420083,False
420084,True
420085,False
420086,False
420087,False
420088,False
420089,True
420090,False
420091,True
420092,True
420093,True
420094,True
420095,False
420096,True
420097,True
420098,True
420099,True
420100,True
420101,False
420102,True
420103,False
420104,True
420105,False
420106,True
420107,True
420108,True
420109,False
420110,True
420111,True
420112,True
420113,True
420114,True
420115,False
420116,True
420117,True
420118,False
420119,True
420120,False
420121,True
420122,True
420123,False
420124,True
420125,False
420126,True
420127,True
420128,False
420129,False
420130,True
420131,False
420132,True
420133,True
420134,False
420135,True
420136,False
420137,False
420138,False
420139,True
420140,False
420141,True
420142,True
420143,True
420144,True
420145,False
420146,True
420147,True
420148,True
420149,True
420150,False
420151,True
420152,True
420153,True
420154,True
420155,False
420156,True
420157,True
420158,True
420159,False
420160,False
420161,True
420162,False
420163,False
420164,True
420165,False
420166,True
420167,True
420168,True
420169,True
420170,True
420171,True
420172,False
420173,False
420174,False
420175,True
420176,True
420177,True
420178,True
420179,True
420180,True
420181,False
420182,False
420183,True
420184,False
420185,True
420186,False
420187,False
420188,True
420189,False
420190,True
420191,True
420192,True
420193,True
420194,True
420195,False
420196,True
420197,False
420198,True
420199,False
420200,True
420201,True
420202,True
420203,True
420204,True
420205,True
420206,True
420207,False
420208,True
420209,True
420210,True
420211,True
420212,True
420213,True
420214,True
420215,False
420216,False
420217,False
420218,True
420219,True
420220,False
420221,True
420222,True
420223,False
420224,True
420225,False
420226,False
420227,False
420228,False
420229,False
420230,False
420231,True
420232,True
420233,False
420234,True
420235,False
420236,False
420237,False
420238,True
420239,False
420240,False
420241,True
420242,False
420243,False
420244,True
420245,True
420246,True
420247,False
420248,True
420249,True
420250,True
420251,True
420252,False
420253,False
420254,True
420255,True
420256,True
420257,True
420258,False
420259,True
420260,True
420261,True
420262,False
420263,True
420264,False
420265,True
420266,False
420267,True
420268,True
420269,False
420270,True
420271,True
420272,True
420273,True
420274,True
420275,False
420276,False
420277,False
420278,True
420279,True
420280,True
420281,True
420282,True
420283,False
420284,True
420285,False
420286,True
420287,False
420288,False
420289,False
420290,True
420291,True
420292,True
420293,True
420294,True
420295,False
420296,True
420297,False
420298,True
420299,True
420300,True
420301,True
420302,False
420303,True
420304,True
420305,True
420306,True
420307,False
420308,True
420309,True
420310,True
420311,False
420312,False
420313,True
420314,False
420315,True
420316,False
420317,True
420318,False
420319,True
420320,True
420321,False
420322,False
420323,True
420324,True
420325,False
420326,True
420327,False
420328,False
420329,True
420330,True
420331,True
420332,True
420333,True
420334,True
420335,False
420336,True
420337,False
420338,True
420339,True
420340,False
420341,True
420342,False
420343,True
420344,True
420345,False
420346,True
420347,False
420348,False
420349,True
420350,True
420351,True
420352,False
420353,False
420354,False
420355,True
420356,False
420357,True
420358,True
420359,True
420360,True
420361,True
420362,False
420363,True
420364,True
420365,True
420366,False
420367,False
420368,True
420369,True
420370,False
420371,True
420372,True
420373,False
420374,True
420375,True
420376,False
420377,True
420378,True
420379,True
420380,True
420381,True
420382,False
420383,True
420384,True
420385,True
420386,True
420387,True
420388,True
420389,True
420390,True
420391,False
420392,False
420393,True
420394,True
420395,True
420396,True
420397,True
420398,True
420399,True
420400,True
420401,True
420402,False
420403,False
420404,True
420405,True
420406,False
420407,True
420408,True
420409,True
420410,False
420411,True
420412,False
420413,False
420414,True
420415,True
420416,False
420417,True
420418,True
420419,False
420420,True
420421,True
420422,False
420423,True
420424,False
420425,True
420426,True
420427,True
420428,True
420429,False
420430,True
420431,False
420432,True
420433,True
420434,False
420435,True
420436,False
420437,False
420438,False
420439,False
420440,False
420441,False
420442,True
420443,True
420444,True
420445,True
420446,False
420447,False
420448,True
420449,True
420450,False
420451,True
420452,True
420453,True
420454,True
420455,True
420456,True
420457,False
420458,False
420459,False
420460,False
420461,True
420462,True
420463,True
420464,True
420465,True
420466,True
420467,False
420468,True
420469,True
420470,True
420471,True
420472,False
420473,False
420474,True
420475,True
420476,True
420477,False
420478,False
420479,False
420480,True
420481,False
420482,True
420483,False
420484,True
420485,True
420486,True
420487,True
420488,False
420489,False
420490,False
420491,True
420492,True
420493,True
420494,False
420495,True
420496,True
420497,True
420498,True
420499,True
420500,True
420501,False
420502,False
420503,True
420504,False
420505,False
420506,True
420507,True
420508,True
420509,False
420510,False
420511,False
420512,True
420513,False
420514,False
420515,True
420516,False
420517,False
420518,False
420519,True
420520,True
420521,True
420522,True
420523,True
420524,True
420525,False
420526,False
420527,True
420528,True
420529,True
420530,False
420531,True
420532,False
420533,False
420534,True
420535,True
420536,False
420537,False
420538,True
420539,True
420540,False
420541,False
420542,True
420543,True
420544,True
420545,False
420546,True
420547,True
420548,False
420549,False
420550,False
420551,True
420552,False
420553,False
420554,False
420555,True
420556,False
420557,True
420558,True
420559,False
420560,False
420561,False
420562,True
420563,False
420564,True
420565,False
420566,True
420567,True
420568,False
420569,True
420570,False
420571,True
420572,True
420573,False
420574,True
420575,False
420576,True
420577,False
420578,True
420579,True
420580,False
420581,True
420582,True
420583,False
420584,True
420585,False
420586,False
420587,True
420588,False
420589,True
420590,True
420591,False
420592,True
420593,False
420594,True
420595,True
420596,False
420597,True
420598,True
420599,False
420600,False
420601,False
420602,True
420603,True
420604,False
420605,False
420606,False
420607,True
420608,False
420609,True
420610,True
420611,False
420612,True
420613,True
420614,False
420615,True
420616,True
420617,True
420618,True
420619,True
420620,True
420621,False
420622,True
420623,True
420624,False
420625,True
420626,True
420627,False
420628,False
420629,False
420630,True
420631,True
420632,False
420633,False
420634,False
420635,True
420636,True
420637,True
420638,True
420639,True
420640,True
420641,False
420642,False
420643,True
420644,False
420645,True
420646,True
420647,True
420648,True
420649,False
420650,True
420651,False
420652,True
420653,False
420654,False
420655,False
420656,True
420657,True
420658,True
420659,True
420660,False
420661,False
420662,False
420663,True
420664,False
420665,False
420666,False
420667,False
420668,True
420669,True
420670,False
420671,True
420672,True
420673,True
420674,False
420675,True
420676,False
420677,False
420678,True
420679,True
420680,True
420681,False
420682,True
420683,False
420684,True
420685,False
420686,True
420687,False
420688,True
420689,False
420690,False
420691,True
420692,False
420693,True
420694,True
420695,False
420696,True
420697,True
420698,False
420699,False
420700,True
420701,True
420702,True
420703,True
420704,True
420705,False
420706,False
420707,False
420708,True
420709,True
420710,True
420711,True
420712,False
420713,False
420714,True
420715,True
420716,True
420717,False
420718,True
420719,False
420720,True
420721,True
420722,True
420723,False
420724,True
420725,True
420726,True
420727,False
420728,True
420729,True
420730,True
420731,True
420732,True
420733,True
420734,False
420735,True
420736,False
420737,True
420738,True
420739,True
420740,False
420741,False
420742,True
420743,False
420744,False
420745,False
420746,True
420747,True
420748,True
420749,True
420750,True
420751,True
420752,True
420753,True
420754,True
420755,True
420756,True
420757,True
420758,True
420759,True
420760,False
420761,False
420762,False
420763,True
420764,False
420765,True
420766,True
420767,False
420768,True
420769,True
420770,True
420771,False
420772,False
420773,False
420774,False
420775,True
420776,False
420777,False
420778,False
420779,True
420780,True
420781,False
420782,True
420783,False
420784,False
420785,False
420786,False
420787,True
420788,False
420789,False
420790,False
420791,True
420792,True
420793,True
420794,False
420795,True
420796,True
420797,True
420798,True
420799,False
420800,True
420801,True
420802,False
420803,True
420804,True
420805,True
420806,False
420807,False
420808,False
420809,False
420810,False
420811,True
420812,False
420813,True
420814,True
420815,True
420816,False
420817,True
420818,False
420819,True
420820,True
420821,True
420822,True
420823,False
420824,True
420825,True
420826,False
420827,True
420828,True
420829,True
420830,False
420831,False
420832,True
420833,False
420834,False
420835,False
420836,False
420837,True
420838,True
420839,False
420840,True
420841,False
420842,True
420843,True
420844,False
420845,True
420846,True
420847,True
420848,False
420849,False
420850,True
420851,False
420852,False
420853,False
420854,False
420855,True
420856,True
420857,True
420858,False
420859,False
420860,True
420861,True
420862,False
420863,False
420864,True
420865,True
420866,False
420867,True
420868,True
420869,False
420870,False
420871,False
420872,False
420873,True
420874,True
420875,False
420876,True
420877,False
420878,True
420879,False
420880,False
420881,False
420882,False
420883,True
420884,False
420885,True
420886,True
420887,False
420888,False
420889,True
420890,True
420891,True
420892,True
420893,False
420894,False
420895,True
420896,False
420897,True
420898,False
420899,False
420900,True
420901,False
420902,True
420903,False
420904,False
420905,True
420906,True
420907,False
420908,False
420909,True
420910,True
420911,True
420912,False
420913,False
420914,False
420915,True
420916,True
420917,True
420918,False
420919,True
420920,True
420921,True
420922,False
420923,False
420924,True
420925,False
420926,True
420927,False
420928,False
420929,False
420930,False
420931,True
420932,False
420933,True
420934,True
420935,True
420936,True
420937,True
420938,True
420939,False
420940,True
420941,False
420942,False
420943,True
420944,True
420945,True
420946,True
420947,True
420948,True
420949,True
420950,True
420951,True
420952,True
420953,True
420954,False
420955,True
420956,True
420957,True
420958,True
420959,True
420960,False
420961,False
420962,False
420963,True
420964,True
420965,True
420966,False
420967,True
420968,False
420969,True
420970,True
420971,True
420972,True
420973,False
420974,True
420975,True
420976,True
420977,True
420978,True
420979,False
420980,False
420981,False
420982,False
420983,True
420984,False
420985,False
420986,True
420987,False
420988,False
420989,False
420990,False
420991,False
420992,False
420993,True
420994,True
420995,False
420996,True
420997,False
420998,True
420999,True
421000,True
421001,True
421002,False
421003,True
421004,False
421005,True
421006,True
421007,True
421008,True
421009,True
421010,False
421011,True
421012,True
421013,False
421014,True
421015,False
421016,False
421017,True
421018,True
421019,True
421020,True
421021,True
421022,True
421023,False
421024,False
421025,True
421026,False
421027,False
421028,False
421029,True
421030,True
421031,True
421032,False
421033,True
421034,True
421035,True
421036,True
421037,True
421038,True
421039,True
421040,True
421041,True
421042,True
421043,False
421044,True
421045,False
421046,True
421047,True
421048,True
421049,False
421050,False
421051,False
421052,False
421053,False
421054,False
421055,True
421056,False
421057,True
421058,True
421059,True
421060,True
421061,True
421062,True
421063,False
421064,True
421065,False
421066,False
421067,False
421068,False
421069,True
421070,False
421071,True
421072,False
421073,True
421074,True
421075,True
421076,True
421077,True
421078,False
421079,True
421080,True
421081,True
421082,True
421083,True
421084,False
421085,True
421086,True
421087,True
421088,False
421089,False
421090,False
421091,True
421092,True
421093,False
421094,True
421095,True
421096,False
421097,False
421098,False
421099,False
421100,False
421101,True
421102,True
421103,False
421104,True
421105,False
421106,True
421107,True
421108,False
421109,True
421110,True
421111,True
421112,True
421113,True
421114,True
421115,True
421116,True
421117,False
421118,True
421119,False
421120,False
421121,True
421122,True
421123,False
421124,True
421125,True
421126,True
421127,True
421128,True
421129,False
421130,True
421131,False
421132,True
421133,True
421134,False
421135,False
421136,False
421137,True
421138,False
421139,False
421140,True
421141,False
421142,True
421143,False
421144,True
421145,True
421146,True
421147,False
421148,True
421149,True
421150,False
421151,True
421152,True
421153,False
421154,False
421155,False
421156,False
421157,True
421158,True
421159,False
421160,True
421161,False
421162,False
421163,True
421164,True
421165,True
421166,True
421167,True
421168,False
421169,False
421170,True
421171,False
421172,True
421173,False
421174,True
421175,False
421176,False
421177,True
421178,True
421179,False
421180,True
421181,True
421182,True
421183,True
421184,True
421185,True
421186,False
421187,True
421188,True
421189,False
421190,True
421191,False
421192,False
421193,False
421194,False
421195,True
421196,True
421197,True
421198,True
421199,True
421200,False
421201,True
421202,True
421203,True
421204,True
421205,False
421206,False
421207,True
421208,False
421209,True
421210,True
421211,True
421212,True
421213,False
421214,False
421215,True
421216,False
421217,False
421218,False
421219,False
421220,False
421221,True
421222,True
421223,False
421224,True
421225,False
421226,True
421227,True
421228,False
421229,True
421230,True
421231,True
421232,True
421233,True
421234,True
421235,True
421236,True
421237,False
421238,True
421239,True
421240,True
421241,True
421242,False
421243,True
421244,True
421245,True
421246,True
421247,True
421248,False
421249,False
421250,False
421251,True
421252,True
421253,False
421254,False
421255,False
421256,True
421257,True
421258,True
421259,True
421260,False
421261,True
421262,True
421263,False
421264,True
421265,True
421266,True
421267,True
421268,True
421269,False
421270,False
421271,True
421272,True
421273,True
421274,True
421275,True
421276,False
421277,True
421278,True
421279,False
421280,True
421281,False
421282,True
421283,True
421284,False
421285,False
421286,False
421287,True
421288,True
421289,True
421290,True
421291,True
421292,True
421293,True
421294,True
421295,False
421296,True
421297,False
421298,True
421299,False
421300,True
421301,True
421302,True
421303,True
421304,True
421305,True
421306,False
421307,True
421308,True
421309,True
421310,True
421311,False
421312,True
421313,True
421314,True
421315,True
421316,False
421317,False
421318,True
421319,False
421320,False
421321,True
421322,True
421323,True
421324,True
421325,True
421326,True
421327,True
421328,False
421329,True
421330,True
421331,True
421332,False
421333,True
421334,True
421335,False
421336,True
421337,False
421338,True
421339,False
421340,False
421341,True
421342,True
421343,True
421344,False
421345,True
421346,True
421347,False
421348,True
421349,True
421350,False
421351,False
421352,True
421353,True
421354,True
421355,True
421356,False
421357,True
421358,True
421359,True
421360,False
421361,True
421362,True
421363,True
421364,False
421365,True
421366,False
421367,True
421368,True
421369,False
421370,True
421371,True
421372,False
421373,True
421374,False
421375,False
421376,False
421377,False
421378,False
421379,False
421380,False
421381,True
421382,True
421383,True
421384,False
421385,True
421386,True
421387,True
421388,False
421389,True
421390,True
421391,True
