ID,RET
418904,0.0
418905,0.0
418906,0.0
418907,0.0
418908,0.0
418909,0.0
418910,0.0
418911,0.0
418912,0.0
418913,0.0
418914,0.0
418915,0.0
418916,0.0
418917,0.0
418918,0.0
418919,0.0
418920,0.0
418921,0.0
418922,0.0
418923,0.0
418924,0.0
418925,0.0
418926,0.0
418927,0.0
418928,0.0
418929,0.0
418930,0.0
418931,0.0
418932,0.0
418933,0.0
418934,0.0
418935,0.0
418936,0.0
418937,0.0
418938,0.0
418939,0.0
418940,0.0
418941,0.0
418942,0.0
418943,0.0
418944,0.0
418945,0.0
418946,0.0
418947,0.0
418948,0.0
418949,0.0
418950,0.0
418951,0.0
418952,0.0
418953,0.0
418954,0.0
418955,0.0
418956,0.0
418957,0.0
418958,0.0
418959,0.0
418960,0.0
418961,0.0
418962,0.0
418963,0.0
418964,0.0
418965,0.0
418966,0.0
418967,0.0
418968,0.0
418969,0.0
418970,0.0
418971,0.0
418972,0.0
418973,0.0
418974,0.0
418975,0.0
418976,0.0
418977,0.0
418978,0.0
418979,0.0
418980,0.0
418981,0.0
418982,0.0
418983,0.0
418984,0.0
418985,0.0
418986,0.0
418987,0.0
418988,0.0
418989,0.0
418990,0.0
418991,0.0
418992,0.0
418993,0.0
418994,0.0
418995,0.0
418996,0.0
418997,0.0
418998,0.0
418999,0.0
419000,0.0
419001,0.0
419002,0.0
419003,0.0
419004,0.0
419005,0.0
419006,0.0
419007,0.0
419008,0.0
419009,0.0
419010,0.0
419011,0.0
419012,0.0
419013,0.0
419014,0.0
419015,0.0
419016,0.0
419017,0.0
419018,0.0
419019,0.0
419020,0.0
419021,0.0
419022,0.0
419023,0.0
419024,0.0
419025,0.0
419026,0.0
419027,0.0
419028,0.0
419029,0.0
419030,0.0
419031,0.0
419032,0.0
419033,0.0
419034,0.0
419035,0.0
419036,0.0
419037,0.0
419038,0.0
419039,0.0
419040,0.0
419041,0.0
419042,0.0
419043,0.0
419044,0.0
419045,0.0
419046,0.0
419047,0.0
419048,0.0
419049,0.0
419050,0.0
419051,0.0
419052,0.0
419053,0.0
419054,0.0
419055,0.0
419056,0.0
419057,0.0
419058,0.0
419059,0.0
419060,0.0
419061,0.0
419062,0.0
419063,0.0
419064,0.0
419065,0.0
419066,0.0
419067,0.0
419068,0.0
419069,0.0
419070,0.0
419071,0.0
419072,0.0
419073,0.0
419074,0.0
419075,0.0
419076,0.0
419077,0.0
419078,0.0
419079,0.0
419080,0.0
419081,0.0
419082,0.0
419083,0.0
419084,0.0
419085,0.0
419086,0.0
419087,0.0
419088,0.0
419089,0.0
419090,0.0
419091,0.0
419092,0.0
419093,0.0
419094,0.0
419095,0.0
419096,0.0
419097,0.0
419098,0.0
419099,0.0
419100,0.0
419101,0.0
419102,0.0
419103,0.0
419104,0.0
419105,0.0
419106,0.0
419107,0.0
419108,0.0
419109,0.0
419110,0.0
419111,0.0
419112,0.0
419113,0.0
419114,0.0
419115,0.0
419116,0.0
419117,0.0
419118,0.0
419119,0.0
419120,0.0
419121,0.0
419122,0.0
419123,0.0
419124,0.0
419125,0.0
419126,0.0
419127,0.0
419128,0.0
419129,0.0
419130,0.0
419131,0.0
419132,0.0
419133,0.0
419134,0.0
419135,0.0
419136,0.0
419137,0.0
419138,0.0
419139,0.0
419140,0.0
419141,0.0
419142,0.0
419143,0.0
419144,0.0
419145,0.0
419146,0.0
419147,0.0
419148,0.0
419149,0.0
419150,0.0
419151,0.0
419152,0.0
419153,0.0
419154,0.0
419155,0.0
419156,0.0
419157,0.0
419158,0.0
419159,0.0
419160,0.0
419161,0.0
419162,0.0
419163,0.0
419164,0.0
419165,0.0
419166,0.0
419167,0.0
419168,0.0
419169,0.0
419170,0.0
419171,0.0
419172,0.0
419173,0.0
419174,0.0
419175,0.0
419176,0.0
419177,0.0
419178,0.0
419179,0.0
419180,0.0
419181,0.0
419182,0.0
419183,0.0
419184,0.0
419185,0.0
419186,0.0
419187,0.0
419188,0.0
419189,0.0
419190,0.0
419191,0.0
419192,0.0
419193,0.0
419194,0.0
419195,0.0
419196,0.0
419197,0.0
419198,0.0
419199,0.0
419200,0.0
419201,0.0
419202,0.0
419203,0.0
419204,0.0
419205,0.0
419206,0.0
419207,0.0
419208,0.0
419209,0.0
419210,0.0
419211,0.0
419212,0.0
419213,0.0
419214,0.0
419215,0.0
419216,0.0
419217,0.0
419218,0.0
419219,0.0
419220,0.0
419221,0.0
419222,0.0
419223,0.0
419224,0.0
419225,0.0
419226,0.0
419227,0.0
419228,0.0
419229,0.0
419230,0.0
419231,0.0
419232,0.0
419233,0.0
419234,0.0
419235,0.0
419236,0.0
419237,0.0
419238,0.0
419239,0.0
419240,0.0
419241,0.0
419242,0.0
419243,0.0
419244,0.0
419245,0.0
419246,0.0
419247,0.0
419248,0.0
419249,0.0
419250,0.0
419251,0.0
419252,0.0
419253,0.0
419254,0.0
419255,0.0
419256,0.0
419257,0.0
419258,0.0
419259,0.0
419260,0.0
419261,0.0
419262,0.0
419263,0.0
419264,0.0
419265,0.0
419266,0.0
419267,0.0
419268,0.0
419269,0.0
419270,0.0
419271,0.0
419272,0.0
419273,0.0
419274,0.0
419275,0.0
419276,0.0
419277,0.0
419278,0.0
419279,0.0
419280,0.0
419281,0.0
419282,0.0
419283,0.0
419284,0.0
419285,0.0
419286,0.0
419287,0.0
419288,0.0
419289,0.0
419290,0.0
419291,0.0
419292,0.0
419293,0.0
419294,0.0
419295,0.0
419296,0.0
419297,0.0
419298,0.0
419299,0.0
419300,0.0
419301,0.0
419302,0.0
419303,0.0
419304,0.0
419305,0.0
419306,0.0
419307,0.0
419308,0.0
419309,0.0
419310,0.0
419311,0.0
419312,0.0
419313,0.0
419314,0.0
419315,0.0
419316,0.0
419317,0.0
419318,0.0
419319,0.0
419320,0.0
419321,0.0
419322,0.0
419323,0.0
419324,0.0
419325,0.0
419326,0.0
419327,0.0
419328,0.0
419329,0.0
419330,0.0
419331,0.0
419332,0.0
419333,0.0
419334,0.0
419335,0.0
419336,0.0
419337,0.0
419338,0.0
419339,0.0
419340,0.0
419341,0.0
419342,0.0
419343,0.0
419344,0.0
419345,0.0
419346,0.0
419347,0.0
419348,0.0
419349,0.0
419350,0.0
419351,0.0
419352,0.0
419353,0.0
419354,0.0
419355,0.0
419356,0.0
419357,0.0
419358,0.0
419359,0.0
419360,0.0
419361,0.0
419362,0.0
419363,0.0
419364,0.0
419365,0.0
419366,0.0
419367,0.0
419368,0.0
419369,0.0
419370,0.0
419371,0.0
419372,0.0
419373,0.0
419374,0.0
419375,0.0
419376,0.0
419377,0.0
419378,0.0
419379,0.0
419380,0.0
419381,0.0
419382,0.0
419383,0.0
419384,0.0
419385,0.0
419386,0.0
419387,0.0
419388,0.0
419389,0.0
419390,0.0
419391,0.0
419392,0.0
419393,0.0
419394,0.0
419395,0.0
419396,0.0
419397,0.0
419398,0.0
419399,0.0
419400,0.0
419401,0.0
419402,0.0
419403,0.0
419404,0.0
419405,0.0
419406,0.0
419407,0.0
419408,0.0
419409,0.0
419410,0.0
419411,0.0
419412,0.0
419413,0.0
419414,0.0
419415,0.0
419416,0.0
419417,0.0
419418,0.0
419419,0.0
419420,0.0
419421,0.0
419422,0.0
419423,0.0
419424,0.0
419425,0.0
419426,0.0
419427,0.0
419428,0.0
419429,0.0
419430,0.0
419431,0.0
419432,0.0
419433,0.0
419434,0.0
419435,0.0
419436,0.0
419437,0.0
419438,0.0
419439,0.0
419440,0.0
419441,0.0
419442,0.0
419443,0.0
419444,0.0
419445,0.0
419446,0.0
419447,0.0
419448,0.0
419449,0.0
419450,0.0
419451,0.0
419452,0.0
419453,0.0
419454,0.0
419455,0.0
419456,0.0
419457,0.0
419458,0.0
419459,0.0
419460,0.0
419461,0.0
419462,0.0
419463,0.0
419464,0.0
419465,0.0
419466,0.0
419467,0.0
419468,0.0
419469,0.0
419470,0.0
419471,0.0
419472,0.0
419473,0.0
419474,0.0
419475,0.0
419476,0.0
419477,0.0
419478,0.0
419479,0.0
419480,0.0
419481,0.0
419482,0.0
419483,0.0
419484,0.0
419485,0.0
419486,0.0
419487,0.0
419488,0.0
419489,0.0
419490,0.0
419491,0.0
419492,0.0
419493,0.0
419494,0.0
419495,0.0
419496,0.0
419497,0.0
419498,0.0
419499,0.0
419500,0.0
419501,0.0
419502,0.0
419503,0.0
419504,0.0
419505,0.0
419506,0.0
419507,0.0
419508,0.0
419509,0.0
419510,0.0
419511,0.0
419512,0.0
419513,0.0
419514,0.0
419515,0.0
419516,0.0
419517,0.0
419518,0.0
419519,0.0
419520,0.0
419521,0.0
419522,0.0
419523,0.0
419524,0.0
419525,0.0
419526,0.0
419527,0.0
419528,0.0
419529,0.0
419530,0.0
419531,0.0
419532,0.0
419533,0.0
419534,0.0
419535,0.0
419536,0.0
419537,0.0
419538,0.0
419539,0.0
419540,0.0
419541,0.0
419542,0.0
419543,0.0
419544,0.0
419545,0.0
419546,0.0
419547,0.0
419548,0.0
419549,0.0
419550,0.0
419551,0.0
419552,0.0
419553,0.0
419554,0.0
419555,0.0
419556,0.0
419557,0.0
419558,0.0
419559,0.0
419560,0.0
419561,0.0
419562,0.0
419563,0.0
419564,0.0
419565,0.0
419566,0.0
419567,0.0
419568,0.0
419569,0.0
419570,0.0
419571,0.0
419572,0.0
419573,0.0
419574,0.0
419575,0.0
419576,0.0
419577,0.0
419578,0.0
419579,0.0
419580,0.0
419581,0.0
419582,0.0
419583,0.0
419584,0.0
419585,0.0
419586,0.0
419587,0.0
419588,0.0
419589,0.0
419590,0.0
419591,0.0
419592,0.0
419593,0.0
419594,0.0
419595,0.0
419596,0.0
419597,0.0
419598,0.0
419599,0.0
419600,0.0
419601,0.0
419602,0.0
419603,0.0
419604,0.0
419605,0.0
419606,0.0
419607,0.0
419608,0.0
419609,0.0
419610,0.0
419611,0.0
419612,0.0
419613,0.0
419614,0.0
419615,0.0
419616,0.0
419617,0.0
419618,0.0
419619,0.0
419620,0.0
419621,0.0
419622,0.0
419623,0.0
419624,0.0
419625,0.0
419626,0.0
419627,0.0
419628,0.0
419629,0.0
419630,0.0
419631,0.0
419632,0.0
419633,0.0
419634,0.0
419635,0.0
419636,0.0
419637,0.0
419638,0.0
419639,0.0
419640,0.0
419641,0.0
419642,0.0
419643,0.0
419644,0.0
419645,0.0
419646,0.0
419647,0.0
419648,0.0
419649,0.0
419650,0.0
419651,0.0
419652,0.0
419653,0.0
419654,0.0
419655,0.0
419656,0.0
419657,0.0
419658,0.0
419659,0.0
419660,0.0
419661,0.0
419662,0.0
419663,0.0
419664,0.0
419665,0.0
419666,0.0
419667,0.0
419668,0.0
419669,0.0
419670,0.0
419671,0.0
419672,0.0
419673,0.0
419674,0.0
419675,0.0
419676,0.0
419677,0.0
419678,0.0
419679,0.0
419680,0.0
419681,0.0
419682,0.0
419683,0.0
419684,0.0
419685,0.0
419686,0.0
419687,0.0
419688,0.0
419689,0.0
419690,0.0
419691,0.0
419692,0.0
419693,0.0
419694,0.0
419695,0.0
419696,0.0
419697,0.0
419698,0.0
419699,0.0
419700,0.0
419701,0.0
419702,0.0
419703,0.0
419704,0.0
419705,0.0
419706,0.0
419707,0.0
419708,0.0
419709,0.0
419710,0.0
419711,0.0
419712,0.0
419713,0.0
419714,0.0
419715,0.0
419716,0.0
419717,0.0
419718,0.0
419719,0.0
419720,0.0
419721,0.0
419722,0.0
419723,0.0
419724,0.0
419725,0.0
419726,0.0
419727,0.0
419728,0.0
419729,0.0
419730,0.0
419731,0.0
419732,0.0
419733,0.0
419734,0.0
419735,0.0
419736,0.0
419737,0.0
419738,0.0
419739,0.0
419740,0.0
419741,0.0
419742,0.0
419743,0.0
419744,0.0
419745,0.0
419746,0.0
419747,0.0
419748,0.0
419749,0.0
419750,0.0
419751,0.0
419752,0.0
419753,0.0
419754,0.0
419755,0.0
419756,0.0
419757,0.0
419758,0.0
419759,0.0
419760,0.0
419761,0.0
419762,0.0
419763,0.0
419764,0.0
419765,0.0
419766,0.0
419767,0.0
419768,0.0
419769,0.0
419770,0.0
419771,0.0
419772,0.0
419773,0.0
419774,0.0
419775,0.0
419776,0.0
419777,0.0
419778,0.0
419779,0.0
419780,0.0
419781,0.0
419782,0.0
419783,0.0
419784,0.0
419785,0.0
419786,0.0
419787,0.0
419788,0.0
419789,0.0
419790,0.0
419791,0.0
419792,0.0
419793,0.0
419794,0.0
419795,0.0
419796,0.0
419797,0.0
419798,0.0
419799,0.0
419800,0.0
419801,0.0
419802,0.0
419803,0.0
419804,0.0
419805,0.0
419806,0.0
419807,0.0
419808,0.0
419809,0.0
419810,0.0
419811,0.0
419812,0.0
419813,0.0
419814,0.0
419815,0.0
419816,0.0
419817,0.0
419818,0.0
419819,0.0
419820,0.0
419821,0.0
419822,0.0
419823,0.0
419824,0.0
419825,0.0
419826,0.0
419827,0.0
419828,0.0
419829,0.0
419830,0.0
419831,0.0
419832,0.0
419833,0.0
419834,0.0
419835,0.0
419836,0.0
419837,0.0
419838,0.0
419839,0.0
419840,0.0
419841,0.0
419842,0.0
419843,0.0
419844,0.0
419845,0.0
419846,0.0
419847,0.0
419848,0.0
419849,0.0
419850,0.0
419851,0.0
419852,0.0
419853,0.0
419854,0.0
419855,0.0
419856,0.0
419857,0.0
419858,0.0
419859,0.0
419860,0.0
419861,0.0
419862,0.0
419863,0.0
419864,0.0
419865,0.0
419866,0.0
419867,0.0
419868,0.0
419869,0.0
419870,0.0
419871,0.0
419872,0.0
419873,0.0
419874,0.0
419875,0.0
419876,0.0
419877,0.0
419878,0.0
419879,0.0
419880,0.0
419881,0.0
419882,0.0
419883,0.0
419884,0.0
419885,0.0
419886,0.0
419887,0.0
419888,0.0
419889,0.0
419890,0.0
419891,0.0
419892,0.0
419893,0.0
419894,0.0
419895,0.0
419896,0.0
419897,0.0
419898,0.0
419899,0.0
419900,0.0
419901,0.0
419902,0.0
419903,0.0
419904,0.0
419905,0.0
419906,0.0
419907,0.0
419908,0.0
419909,0.0
419910,0.0
419911,0.0
419912,0.0
419913,0.0
419914,0.0
419915,0.0
419916,0.0
419917,0.0
419918,0.0
419919,0.0
419920,0.0
419921,0.0
419922,0.0
419923,0.0
419924,0.0
419925,0.0
419926,0.0
419927,0.0
419928,0.0
419929,0.0
419930,0.0
419931,0.0
419932,0.0
419933,0.0
419934,0.0
419935,0.0
419936,0.0
419937,0.0
419938,0.0
419939,0.0
419940,0.0
419941,0.0
419942,0.0
419943,0.0
419944,0.0
419945,0.0
419946,0.0
419947,0.0
419948,0.0
419949,0.0
419950,0.0
419951,0.0
419952,0.0
419953,0.0
419954,0.0
419955,0.0
419956,0.0
419957,0.0
419958,0.0
419959,0.0
419960,0.0
419961,0.0
419962,0.0
419963,0.0
419964,0.0
419965,0.0
419966,0.0
419967,0.0
419968,0.0
419969,0.0
419970,0.0
419971,0.0
419972,0.0
419973,0.0
419974,0.0
419975,0.0
419976,0.0
419977,0.0
419978,0.0
419979,0.0
419980,0.0
419981,0.0
419982,0.0
419983,0.0
419984,0.0
419985,0.0
419986,0.0
419987,0.0
419988,0.0
419989,0.0
419990,0.0
419991,0.0
419992,0.0
419993,0.0
419994,0.0
419995,0.0
419996,0.0
419997,0.0
419998,0.0
419999,0.0
420000,0.0
420001,0.0
420002,0.0
420003,0.0
420004,0.0
420005,0.0
420006,0.0
420007,0.0
420008,0.0
420009,0.0
420010,0.0
420011,0.0
420012,0.0
420013,0.0
420014,0.0
420015,0.0
420016,0.0
420017,0.0
420018,0.0
420019,0.0
420020,0.0
420021,0.0
420022,0.0
420023,0.0
420024,0.0
420025,0.0
420026,0.0
420027,0.0
420028,0.0
420029,0.0
420030,0.0
420031,0.0
420032,0.0
420033,0.0
420034,0.0
420035,0.0
420036,0.0
420037,0.0
420038,0.0
420039,0.0
420040,0.0
420041,0.0
420042,0.0
420043,0.0
420044,0.0
420045,0.0
420046,0.0
420047,0.0
420048,0.0
420049,0.0
420050,0.0
420051,0.0
420052,0.0
420053,0.0
420054,0.0
420055,0.0
420056,0.0
420057,0.0
420058,0.0
420059,0.0
420060,0.0
420061,0.0
420062,0.0
420063,0.0
420064,0.0
420065,0.0
420066,0.0
420067,0.0
420068,0.0
420069,0.0
420070,0.0
420071,0.0
420072,0.0
420073,0.0
420074,0.0
420075,0.0
420076,0.0
420077,0.0
420078,0.0
420079,0.0
420080,0.0
420081,0.0
420082,0.0
420083,0.0
420084,0.0
420085,0.0
420086,0.0
420087,0.0
420088,0.0
420089,0.0
420090,0.0
420091,0.0
420092,0.0
420093,0.0
420094,0.0
420095,0.0
420096,0.0
420097,0.0
420098,0.0
420099,0.0
420100,0.0
420101,0.0
420102,0.0
420103,0.0
420104,0.0
420105,0.0
420106,0.0
420107,0.0
420108,0.0
420109,0.0
420110,0.0
420111,0.0
420112,0.0
420113,0.0
420114,0.0
420115,0.0
420116,0.0
420117,0.0
420118,0.0
420119,0.0
420120,0.0
420121,0.0
420122,0.0
420123,0.0
420124,0.0
420125,0.0
420126,0.0
420127,0.0
420128,0.0
420129,0.0
420130,0.0
420131,0.0
420132,0.0
420133,0.0
420134,0.0
420135,0.0
420136,0.0
420137,0.0
420138,0.0
420139,0.0
420140,0.0
420141,0.0
420142,0.0
420143,0.0
420144,0.0
420145,0.0
420146,0.0
420147,0.0
420148,0.0
420149,0.0
420150,0.0
420151,0.0
420152,0.0
420153,0.0
420154,0.0
420155,0.0
420156,0.0
420157,0.0
420158,0.0
420159,0.0
420160,0.0
420161,0.0
420162,0.0
420163,0.0
420164,0.0
420165,0.0
420166,0.0
420167,0.0
420168,0.0
420169,0.0
420170,0.0
420171,0.0
420172,0.0
420173,0.0
420174,0.0
420175,0.0
420176,0.0
420177,0.0
420178,0.0
420179,0.0
420180,0.0
420181,0.0
420182,0.0
420183,0.0
420184,0.0
420185,0.0
420186,0.0
420187,0.0
420188,0.0
420189,0.0
420190,0.0
420191,0.0
420192,0.0
420193,0.0
420194,0.0
420195,0.0
420196,0.0
420197,0.0
420198,0.0
420199,0.0
420200,0.0
420201,0.0
420202,0.0
420203,0.0
420204,0.0
420205,0.0
420206,0.0
420207,0.0
420208,0.0
420209,0.0
420210,0.0
420211,0.0
420212,0.0
420213,0.0
420214,0.0
420215,0.0
420216,0.0
420217,0.0
420218,0.0
420219,0.0
420220,0.0
420221,0.0
420222,0.0
420223,0.0
420224,0.0
420225,0.0
420226,0.0
420227,0.0
420228,0.0
420229,0.0
420230,0.0
420231,0.0
420232,0.0
420233,0.0
420234,0.0
420235,0.0
420236,0.0
420237,0.0
420238,0.0
420239,0.0
420240,0.0
420241,0.0
420242,0.0
420243,0.0
420244,0.0
420245,0.0
420246,0.0
420247,0.0
420248,0.0
420249,0.0
420250,0.0
420251,0.0
420252,0.0
420253,0.0
420254,0.0
420255,0.0
420256,0.0
420257,0.0
420258,0.0
420259,0.0
420260,0.0
420261,0.0
420262,0.0
420263,0.0
420264,0.0
420265,0.0
420266,0.0
420267,0.0
420268,0.0
420269,0.0
420270,0.0
420271,0.0
420272,0.0
420273,0.0
420274,0.0
420275,0.0
420276,0.0
420277,0.0
420278,0.0
420279,0.0
420280,0.0
420281,0.0
420282,0.0
420283,0.0
420284,0.0
420285,0.0
420286,0.0
420287,0.0
420288,0.0
420289,0.0
420290,0.0
420291,0.0
420292,0.0
420293,0.0
420294,0.0
420295,0.0
420296,0.0
420297,0.0
420298,0.0
420299,0.0
420300,0.0
420301,0.0
420302,0.0
420303,0.0
420304,0.0
420305,0.0
420306,0.0
420307,0.0
420308,0.0
420309,0.0
420310,0.0
420311,0.0
420312,0.0
420313,0.0
420314,0.0
420315,0.0
420316,0.0
420317,0.0
420318,0.0
420319,0.0
420320,0.0
420321,0.0
420322,0.0
420323,0.0
420324,0.0
420325,0.0
420326,0.0
420327,0.0
420328,0.0
420329,0.0
420330,0.0
420331,0.0
420332,0.0
420333,0.0
420334,0.0
420335,0.0
420336,0.0
420337,0.0
420338,0.0
420339,0.0
420340,0.0
420341,0.0
420342,0.0
420343,0.0
420344,0.0
420345,0.0
420346,0.0
420347,0.0
420348,0.0
420349,0.0
420350,0.0
420351,0.0
420352,0.0
420353,0.0
420354,0.0
420355,0.0
420356,0.0
420357,0.0
420358,0.0
420359,0.0
420360,0.0
420361,0.0
420362,0.0
420363,0.0
420364,0.0
420365,0.0
420366,0.0
420367,0.0
420368,0.0
420369,0.0
420370,0.0
420371,0.0
420372,0.0
420373,0.0
420374,0.0
420375,0.0
420376,0.0
420377,0.0
420378,0.0
420379,0.0
420380,0.0
420381,0.0
420382,0.0
420383,0.0
420384,0.0
420385,0.0
420386,0.0
420387,0.0
420388,0.0
420389,0.0
420390,0.0
420391,0.0
420392,0.0
420393,0.0
420394,0.0
420395,0.0
420396,0.0
420397,0.0
420398,0.0
420399,0.0
420400,0.0
420401,0.0
420402,0.0
420403,0.0
420404,0.0
420405,0.0
420406,0.0
420407,0.0
420408,0.0
420409,0.0
420410,0.0
420411,0.0
420412,0.0
420413,0.0
420414,0.0
420415,0.0
420416,0.0
420417,0.0
420418,0.0
420419,0.0
420420,0.0
420421,0.0
420422,0.0
420423,0.0
420424,0.0
420425,0.0
420426,0.0
420427,0.0
420428,0.0
420429,0.0
420430,0.0
420431,0.0
420432,0.0
420433,0.0
420434,0.0
420435,0.0
420436,0.0
420437,0.0
420438,0.0
420439,0.0
420440,0.0
420441,0.0
420442,0.0
420443,0.0
420444,0.0
420445,0.0
420446,0.0
420447,0.0
420448,0.0
420449,0.0
420450,0.0
420451,0.0
420452,0.0
420453,0.0
420454,0.0
420455,0.0
420456,0.0
420457,0.0
420458,0.0
420459,0.0
420460,0.0
420461,0.0
420462,0.0
420463,0.0
420464,0.0
420465,0.0
420466,0.0
420467,0.0
420468,0.0
420469,0.0
420470,0.0
420471,0.0
420472,0.0
420473,0.0
420474,0.0
420475,0.0
420476,0.0
420477,0.0
420478,0.0
420479,0.0
420480,0.0
420481,0.0
420482,0.0
420483,0.0
420484,0.0
420485,0.0
420486,0.0
420487,0.0
420488,0.0
420489,0.0
420490,0.0
420491,0.0
420492,0.0
420493,0.0
420494,0.0
420495,0.0
420496,0.0
420497,0.0
420498,0.0
420499,0.0
420500,0.0
420501,0.0
420502,0.0
420503,0.0
420504,0.0
420505,0.0
420506,0.0
420507,0.0
420508,0.0
420509,0.0
420510,0.0
420511,0.0
420512,0.0
420513,0.0
420514,0.0
420515,0.0
420516,0.0
420517,0.0
420518,0.0
420519,0.0
420520,0.0
420521,0.0
420522,0.0
420523,0.0
420524,0.0
420525,0.0
420526,0.0
420527,0.0
420528,0.0
420529,0.0
420530,0.0
420531,0.0
420532,0.0
420533,0.0
420534,0.0
420535,0.0
420536,0.0
420537,0.0
420538,0.0
420539,0.0
420540,0.0
420541,0.0
420542,0.0
420543,0.0
420544,0.0
420545,0.0
420546,0.0
420547,0.0
420548,0.0
420549,0.0
420550,0.0
420551,0.0
420552,0.0
420553,0.0
420554,0.0
420555,0.0
420556,0.0
420557,0.0
420558,0.0
420559,0.0
420560,0.0
420561,0.0
420562,0.0
420563,0.0
420564,0.0
420565,0.0
420566,0.0
420567,0.0
420568,0.0
420569,0.0
420570,0.0
420571,0.0
420572,0.0
420573,0.0
420574,0.0
420575,0.0
420576,0.0
420577,0.0
420578,0.0
420579,0.0
420580,0.0
420581,0.0
420582,0.0
420583,0.0
420584,0.0
420585,0.0
420586,0.0
420587,0.0
420588,0.0
420589,0.0
420590,0.0
420591,0.0
420592,0.0
